Id,OptionType,Strike,Spot,TimeToExpiry,RiskfreeRate,MarketFearIndex,BuySellRatio,OptionPrice
1963,Put,90,81.04995579,1.148921459,2.1482451,56.15404694,1.491334054,15.77615311
1964,Call,130,78.75777923,1.932332479,3.0810315,44.79995831,2.909464101,5.689654136
1965,Call,140,112.1951438,1.332741853,3.7278377,4.330761064,1.099458795,0.537834287
1966,Put,110,75.587366,0.452553789,2.3835163,62.11570077,3.089941466,35.68382866
1967,Put,50,142.2809092,0.842000065,5.2809424,17.9217198,2.779421039,0.0000591
1968,Put,150,70.24610812,0.67513688,4.2349727,65.91515225,2.997931487,78.21405017
1969,Put,120,64.58392764,1.570135214,4.3105631,92.39572736,0.722887576,52.39501722
1970,Call,110,119.5269462,0.749786783,4.2724372,99.55402499,2.003811189,27.18626178
1971,Call,100,61.42692225,1.290817123,2.2238171,23.83909413,0.654564002,0.000922011
1972,Put,120,89.5410294,0.308329942,5.5225898,82.08490246,2.848110364,33.62339458
1973,Put,50,136.9171843,1.507360512,5.1363554,88.74490948,0.310095714,0.000137736
1974,Call,110,106.6674829,1.457642688,2.1978982,13.4565524,1.498751344,7.471918308
1975,Put,80,85.07054764,1.096500356,5.8442019,19.41633432,0.595693336,2.316365414
1976,Put,60,144.1324093,1.305247025,2.6825364,88.75028041,3.959579243,6.679598702
1977,Put,120,134.9008837,1.324412205,3.2349964,76.38053805,1.681099571,19.3368985
1978,Put,140,139.5010949,0.371704677,2.7851778,1.087899875,3.466882585,6.532570865
1979,Call,60,115.3942544,1.079124396,2.7705999,2.764274569,3.248656969,53.76380966
1980,Call,120,109.4763826,0.720571109,3.5190004,75.92962894,2.640801728,13.8310292
1981,Call,50,119.5962501,1.551807738,2.2449974,4.413180414,2.755630352,67.21409267
1982,Put,80,134.9518635,1.603142827,5.9182871,27.8458793,1.757492819,0.472395138
1983,Call,100,69.30656011,0.33201457,3.6217116,34.78864536,3.391181146,0.294176388
1984,Put,50,99.36615559,1.272916861,4.8341658,30.06365814,3.577606497,0.388747833
1985,Call,60,106.5289647,1.24153337,4.910536,39.08386166,3.912618254,45.16793906
1986,Put,130,71.4411033,0.795812321,4.4059958,57.36362202,0.695312493,56.56040714
1987,Put,110,99.003332,1.964584081,2.732397,85.56801918,3.099852301,40.52669663
1988,Call,50,90.5355145,0.667292997,5.9436045,80.77471846,3.270921864,41.20036877
1989,Call,80,123.9131143,1.046077065,5.5728752,96.15211388,3.634456476,51.44659148
1990,Call,90,85.97795021,1.176803755,5.1400558,51.6649411,3.356557193,14.06413367
1991,Call,50,125.6135843,1.00254238,3.4565716,73.73241171,2.28904679,73.60886164
1992,Put,50,89.53414399,0.579487527,2.340031,86.06882813,0.78463123,0.028621063
1993,Put,100,125.2204187,0.653866701,3.8523235,1.874126801,1.152510369,0.020616785
1994,Call,80,82.23296066,1.593062406,5.6195402,71.99571231,0.372503605,8.104801104
1995,Put,140,113.5925705,0.513144441,2.6802099,26.85907147,2.516804255,28.0327618
1996,Put,130,51.75205457,1.934102148,4.6406689,94.82830356,0.795169425,71.92733204
1997,Put,70,148.4890886,0.955990307,5.5922982,44.10821858,3.230600105,0.522327945
1998,Put,70,122.7971139,0.486093501,2.407759,81.94365002,1.218865843,0.080873759
1999,Call,50,64.39844199,0.402800307,2.9427191,99.1132571,1.600468919,16.23121716
2000,Call,90,113.2022335,1.112081395,2.8967883,5.488537143,2.477677046,23.40389364
2001,Put,150,60.48751175,0.63353357,3.1937052,84.1735556,0.575524101,87.71965749
2002,Call,60,55.28219987,0.353559385,4.8327769,53.22517959,3.336933994,4.409500205
2003,Put,130,82.10307212,0.641975025,2.1999104,5.699453216,2.59127608,47.22985384
2004,Put,70,122.3827904,1.988095251,2.9263269,48.962166,2.636926664,4.560744307
2005,Put,90,80.13636775,1.393544805,4.4781064,23.49550472,1.928886904,15.06064509
2006,Call,70,71.98349012,1.062328896,4.1794859,19.28356701,1.972452961,7.498924061
2007,Put,120,107.5306654,1.36928082,3.388117,76.08435697,1.064287047,24.34680956
2008,Put,140,128.8440744,0.481995961,4.2875934,35.27954398,2.749892293,18.40756031
2009,Put,50,129.9532041,0.871592068,5.059953,43.28707842,0.916279209,0.0000157
2010,Call,130,97.95483769,1.597572535,5.7516801,78.28396124,3.018221382,16.76389861
2011,Call,50,77.72829908,1.563515998,5.2316931,99.09497165,1.187265531,29.68537769
2012,Call,80,77.16438184,0.542461662,5.4845076,27.26676893,2.141519493,4.854005792
2013,Put,110,148.7558346,1.797510952,5.4499558,43.42416268,0.822037261,2.827383523
2014,Put,80,66.43966953,1.751647963,5.7602741,96.66583986,3.188189955,31.70649821
2015,Put,110,101.6791548,1.450936002,5.2280645,67.71898431,2.473288177,27.26800992
2016,Put,70,77.42768732,0.952240026,4.0172759,29.50509624,1.314235262,3.396077205
2017,Put,70,122.7185178,1.225690345,3.1536806,61.04404935,2.753818398,3.655582158
2018,Call,150,50.467231,0.523302712,5.5906979,64.11727027,0.7373261,5.47E-11
2019,Call,80,65.84880871,1.433334054,4.21354,57.0830778,1.559750879,5.408960261
2020,Put,90,105.0097785,0.486036215,2.4507438,2.133751373,3.463054537,0.847653256
2021,Call,70,52.71173568,0.99894368,5.1433083,8.109029377,3.221033781,0.696214191
2022,Put,80,111.8112474,1.2027473,4.2490659,96.64012311,1.760366383,8.220933508
2023,Put,110,120.3705911,1.018149506,4.0185499,35.10799011,2.409849616,9.714666981
2024,Call,110,69.15004492,1.114883005,3.0025024,52.33568752,2.520087023,3.359220341
2025,Call,130,85.33695899,1.099276901,2.9872,20.64413612,1.097787441,0.09666865
2026,Put,90,88.95080984,0.734400336,5.7180814,76.67976046,1.858517794,13.50880666
2027,Call,50,104.6311631,0.769311091,5.8537864,38.88816326,2.72997636,52.26102943
2028,Put,80,115.6397032,1.562104453,3.7637454,63.89135841,3.83536943,12.46767086
2029,Call,50,90.557717,1.919959854,4.4640262,88.71633422,1.566053234,41.77639222
2030,Put,80,88.02318374,0.54110374,2.0447003,15.11463653,0.573280402,0.447961759
2031,Call,70,76.92535496,1.553648697,4.1990377,98.47912112,1.936586723,20.67716638
2032,Call,70,140.1107322,1.31646718,2.7778887,37.63203113,1.691153999,67.71842314
2033,Call,60,66.69162974,1.551235693,4.544506,15.65117395,2.70761191,10.73091146
2034,Call,140,106.0503069,1.66959702,2.0594022,19.12623734,1.391039481,1.907422906
2035,Put,140,95.48836726,1.06240697,2.4335831,24.4066161,1.058778457,43.55229426
2036,Call,80,57.53543849,1.813112684,2.055662,69.93276819,2.073877097,6.82322305
2037,Call,150,88.77974814,1.123187313,5.588635,77.251684,0.33008298,0.034010804
2038,Call,130,102.3458967,0.7627166,4.7504861,56.06878268,3.091797857,8.855368485
2039,Put,130,124.6745296,1.772499553,3.0443862,25.48619004,2.878118573,21.63967209
2040,Put,150,93.08875532,1.189346661,5.7710364,23.17041642,0.855287177,53.14086358
2041,Call,120,74.04573562,0.598866635,5.6112486,58.32326094,0.540060386,0.007679329
2042,Put,120,61.26481442,0.535883639,3.6695277,0.094043607,2.406613419,57.59147557
2043,Call,50,62.25781173,0.256375997,3.3986424,49.49932518,1.689864127,12.54541396
2044,Put,110,127.3965177,1.101577102,2.8398086,86.65644455,3.629735914,26.95491924
2045,Put,140,130.9699983,0.725766512,3.3323068,25.82231737,1.998360772,16.54631229
2046,Put,90,62.57536224,1.494857767,3.0032713,13.58319617,2.773175936,26.9086133
2047,Call,100,129.4183556,1.160398943,4.9410309,57.99819977,0.73153507,30.39371905
2048,Call,50,96.1454555,1.078377293,4.9736822,75.12482418,3.762675477,46.96398997
2049,Call,80,52.73252499,1.464846657,5.0232077,6.801139134,2.139985648,0.073707555
2050,Put,70,120.5028926,1.199006816,5.1929041,34.58330032,3.535381965,1.651627945
2051,Put,150,77.46911931,1.023052099,2.5413301,48.35175626,2.004739411,71.36583255
2052,Call,50,102.3979916,1.562368322,4.2104059,80.95551794,2.990942991,54.29334351
2053,Call,50,120.1601214,0.723512328,5.6775003,43.05981778,0.962937258,67.33655826
2054,Call,130,62.92938823,0.726095139,3.0059483,98.90365573,2.926107226,2.203152085
2055,Call,110,86.63970144,1.633006349,3.0891365,40.88480872,0.592022406,1.132199909
2056,Call,70,146.8951091,1.031691307,2.0364012,98.15244784,2.030975534,78.61548278
2057,Put,70,115.6974032,1.715702859,3.6343365,16.88270291,1.183577181,0.050572193
2058,Put,140,143.3829566,0.725573767,4.4632974,72.73881677,3.276891341,25.80253874
2059,Put,130,73.07501522,0.390008402,5.1181124,21.78334843,0.584092484,55.79996691
2060,Call,50,106.0687108,1.015663129,3.2722308,13.59242716,1.684348126,54.23593299
2061,Put,110,81.03440829,1.07467279,4.8945383,44.41773415,3.941791167,35.45480972
2062,Call,140,64.88460175,0.51248926,3.1104764,91.26718415,2.569539928,0.505391262
2063,Put,90,139.4614265,0.400410043,2.83548,94.80074307,1.135273357,0.507761102
2064,Put,50,85.61247873,0.260874974,3.9059704,76.51711181,3.663314165,0.524074207
2065,Call,80,90.35969839,1.266969757,2.9868119,91.21966802,0.618520716,17.46102783
2066,Put,70,91.98450021,1.397494411,3.7936265,83.7711101,1.493112512,6.50275009
2067,Put,60,124.1032197,1.153609853,3.7383177,59.72443329,0.802412677,0.030331964
2068,Call,70,136.3897168,1.13731245,5.933563,29.32929797,0.806429048,62.05846367
2069,Put,70,90.70066235,1.347210444,5.5987375,40.85415,2.302097755,4.025196945
2070,Put,80,98.04626628,0.281232812,4.1737045,30.87576331,1.2264523,0.124576107
2071,Put,100,80.86991465,0.39591379,3.1385402,19.13615136,1.850572694,19.08454176
2072,Put,110,63.42690333,0.351136101,3.6160986,16.55462296,2.402158954,45.98549886
2073,Put,90,58.17264728,1.80348528,5.849988,2.826146521,0.302922097,28.64051706
2074,Put,80,71.26012994,0.704865075,4.1009925,58.90536644,0.69177669,10.89306474
2075,Call,50,142.9493892,0.88726838,5.8956375,47.52031734,3.55132946,88.26174867
2076,Put,120,92.01089953,0.825540666,2.2134888,12.25112213,0.881372312,27.50645666
2077,Put,60,132.0947254,1.12069162,4.0374353,6.810565982,3.897134205,0.005169547
2078,Call,90,55.79262604,0.621951449,5.7925802,3.704609682,2.117259816,0.000195196
2079,Put,150,51.5283114,1.022806508,3.3184664,80.23961611,2.55141738,95.60055741
2080,Call,130,82.89212198,0.920602202,3.0890925,7.934654352,1.212125603,0.001821314
2081,Call,50,91.01065536,1.268639266,2.538578,71.79838126,2.850335596,43.1326256
2082,Call,50,112.1473975,1.645400377,3.5427198,31.49063484,2.396942976,58.72709493
2083,Put,90,56.3768021,1.31589395,3.6874539,51.04678168,2.917228634,35.31017218
2084,Call,60,50.99420253,0.297985978,3.1769379,60.56790927,3.501455545,3.285380237
2085,Put,60,115.9870264,0.583072079,4.8528166,55.69166138,1.234890256,0.009463157
2086,Call,90,91.0527273,1.324393225,3.9688993,62.24109646,0.894972623,11.27765313
2087,Put,110,66.56650715,1.382751663,5.2737461,11.64668384,3.06444308,40.70880478
2088,Put,110,97.79514054,0.982704187,4.3873282,27.93710491,3.69128402,19.96735126
2089,Put,80,98.14182967,0.561023946,3.0624516,59.03323661,2.51388619,5.164265689
2090,Call,120,133.1227415,1.349443101,2.6833247,84.04187259,2.715506482,37.71467388
2091,Put,140,127.0682108,1.284691708,5.7223301,48.73469157,3.727392008,33.60994469
2092,Put,120,121.184315,1.166908188,5.1713864,4.42137,1.846927981,6.293852769
2093,Call,110,125.5269196,1.651786188,2.5733006,0.307136274,3.04451749,18.58253474
2094,Put,120,51.7691084,1.850407926,4.9807076,39.73029273,3.986169417,63.76311024
2095,Call,150,111.6013562,1.465167705,3.0070553,26.07346657,1.129695308,1.448580652
2096,Put,140,65.10115181,1.41588458,4.5360469,40.49176869,2.704318459,70.7061847
2097,Call,100,79.54280219,1.703670285,2.0147704,48.04470971,2.254533812,9.104526292
2098,Put,80,55.74737521,0.623701809,2.8966606,17.66405646,3.68117034,24.14494473
2099,Put,120,69.14425899,0.624791036,3.0945064,80.22073387,1.792501674,50.43820514
2100,Call,90,105.0260597,0.827867434,5.9430538,69.80224924,2.134078369,22.65804415
2101,Put,120,104.413778,0.251844324,5.2535646,54.37958609,0.388963438,15.52254101
2102,Call,50,140.8637281,0.698115847,3.6995464,14.42323664,1.886910881,88.54702537
2103,Put,150,75.94444216,1.592532383,2.0704212,32.11787447,2.603220999,72.09232515
2104,Put,60,131.2331503,1.781798056,4.1283463,56.94938006,3.018981789,3.282706384
2105,Put,120,108.7662396,1.266587864,2.4298169,15.61375834,2.505939347,17.75035588
2106,Put,140,93.29064129,0.862720172,3.3581208,99.20083165,1.056814657,47.59724385
2107,Put,70,145.1163043,1.510309562,2.6235052,83.57484732,1.690392709,2.461326576
2108,Call,60,125.5987039,1.076208385,5.2496609,90.36738634,2.350083134,64.71183618
2109,Call,60,105.1719964,0.716771553,5.9166288,9.961625583,0.871919762,43.2963629
2110,Call,50,119.7390537,0.996032708,3.0115416,56.54995093,2.241137821,67.77997115
2111,Call,90,100.9056118,1.511328317,2.5954106,52.3626351,3.845586651,27.73010431
2112,Put,70,67.09973512,0.46320092,3.2629442,80.38712495,2.787495644,12.31855836
2113,Call,50,100.5236626,1.302392811,2.4401306,8.372404199,1.766798682,48.94393632
2114,Put,100,75.75180968,1.353766895,3.4083139,89.30949908,2.959410462,39.04563032
2115,Put,90,53.93596149,0.325466323,5.535921,30.17464651,2.439987675,35.42569805
2116,Put,80,115.8756359,1.713785517,2.011677,62.69886858,2.992266968,10.42227769
2117,Call,100,68.56567174,0.254002896,5.3158215,39.95037228,3.22701163,0.222501063
2118,Put,110,54.52127386,1.79457603,3.6085446,36.96089738,2.752884505,52.61441497
2119,Call,140,100.1557236,1.581256717,5.9023157,50.79788823,0.625948478,0.940306403
2120,Call,100,98.12908833,1.631917279,2.7576353,88.14495378,1.298477636,18.79050823
2121,Call,120,82.28588958,1.500181835,5.5265993,30.00925423,1.993940474,1.411805634
2122,Put,110,79.50412613,1.017709874,2.8585078,23.67607123,1.25222895,29.98699847
2123,Put,150,57.93178146,1.414993444,4.678359,36.33547741,3.85456184,86.56070797
2124,Call,140,141.3250744,1.855752881,4.7991801,65.67724556,3.163668265,36.07510619
2125,Call,140,105.3174666,1.915873652,2.9165048,51.84827471,3.421019801,14.07553093
2126,Call,80,90.15124404,0.745936647,3.033788,53.1068835,2.132592804,17.13692358
2127,Put,100,140.4787823,1.735996537,5.2828493,27.58554166,3.250075501,5.121843386
2128,Call,50,145.4499608,1.14091335,2.1689705,69.7314263,3.314912093,94.05401698
2129,Put,150,144.7153455,1.174808575,4.5533928,76.0851391,3.94510071,39.13842197
2130,Put,90,119.9387607,1.718336839,4.5033951,82.85569667,1.442880825,8.263615486
2131,Put,130,144.4604289,0.962044924,4.786226,41.29864863,3.829551053,16.6294034
2132,Call,130,104.0169945,1.003289883,4.1036799,57.26895252,2.270403853,8.337041543
2133,Call,130,112.795619,1.582712428,2.3788922,68.52629647,2.612000668,22.80202758
2134,Put,130,57.22569721,0.604475584,4.9847338,32.26595737,1.076189916,70.61421253
2135,Put,100,97.48237544,0.47924848,5.0752058,47.90290835,1.162441891,8.682186561
2136,Call,140,91.38418316,0.467873329,5.5133567,46.06422997,2.82369012,1.129864102
2137,Call,60,58.25085775,1.543829345,4.8651473,73.57486945,2.623028207,12.8231116
2138,Call,80,124.5060478,1.950673358,2.0350646,5.82139855,2.277595799,43.28041637
2139,Put,50,73.50339531,0.470540168,2.594967,76.88886478,0.305258319,0.004459286
2140,Call,70,79.11273217,0.711739298,2.0865066,96.51364181,0.343571137,11.60722838
2141,Put,70,107.6492139,0.313594362,2.0193386,40.80324418,2.266393365,0.035511869
2142,Call,110,81.12547102,1.004063884,5.3150584,90.91192043,2.573571659,10.16459202
2143,Put,110,126.4926785,0.958473801,4.9522758,4.962123615,0.500725265,0.119681821
2144,Call,70,76.66668094,0.906415948,4.5462498,65.8297149,2.103097743,16.00510834
2145,Put,140,135.2679142,1.112026883,3.7190763,28.04897133,3.402162786,21.83922579
2146,Put,120,112.0908057,1.808041239,2.7941949,30.71778571,0.260553527,10.61928214
2147,Call,60,52.54519592,1.645243599,5.5746535,73.63861658,2.616025847,11.24776577
2148,Put,140,69.9441703,1.112815784,2.3395607,35.29793224,3.478022984,68.93718846
2149,Call,50,142.6862769,0.792207898,4.7907379,75.78183405,0.78885041,89.23456015
2150,Put,140,103.9780982,1.33391847,2.1077454,11.58153274,3.644352066,37.35401434
2151,Put,100,52.77814434,1.565227045,4.6630353,16.63283674,1.966673822,43.92092353
2152,Call,130,68.60360568,0.316115315,4.5372914,38.34318405,3.152803284,0.013787643
2153,Call,100,70.23980944,1.323119435,2.2951281,69.38607865,1.040064312,2.753922235
2154,Call,50,147.6275226,0.474502099,4.7218404,31.65759146,1.95236204,95.46447757
2155,Put,110,148.0332866,0.941292054,4.3297008,4.506723063,2.151569551,0.162485844
2156,Put,130,108.6437397,0.81377336,5.9793619,56.05039483,0.932124871,23.55679828
2157,Call,130,126.3828271,0.879647493,3.305999,63.5108904,2.441336114,19.31256358
2158,Put,90,134.2070068,1.554319043,2.3837601,77.75882399,3.571591804,17.42195645
2159,Call,150,140.6328063,1.301207826,5.5045934,57.15978386,0.451834963,6.436685586
2160,Call,140,83.88725849,0.911795748,2.7985698,93.58990372,3.018294015,7.088819154
2161,Call,150,58.25935486,1.061815631,5.4144324,10.41794013,3.659461416,0.000404316
2162,Put,90,137.3735541,1.554431153,2.4192417,46.44344759,0.480897344,0.08046727
2163,Put,150,86.45891929,1.890836009,4.3597313,75.67220327,2.529197043,68.33061035
2164,Call,150,115.5776856,1.045301607,3.0904852,5.782332361,2.564614069,1.404112729
2165,Put,150,119.1729257,1.415682106,3.8250334,21.49604788,0.819350972,30.40978646
2166,Put,100,82.05515105,1.274488146,2.0000191,96.03161773,0.306813626,20.27596938
2167,Put,110,68.1003676,1.892044028,5.6855755,3.062468795,0.622721527,37.62632156
2168,Put,140,76.04524899,1.218458462,2.3547394,69.92188652,1.268318483,62.81394275
2169,Call,150,144.4794187,0.69506292,5.2786187,82.17991823,3.002407994,27.80742125
2170,Call,60,97.04907443,1.494747315,2.3440474,46.77581912,3.771052694,39.30377398
2171,Put,80,149.353123,0.457114233,5.207894,88.4930261,0.577596874,0.002405382
2172,Call,70,101.506639,0.667095573,2.9166067,59.75113547,3.315536608,33.90408105
2173,Put,70,84.84591817,0.452638167,3.9347041,51.61840622,1.437417617,1.860015262
2174,Call,60,63.77450962,1.351072432,3.7866672,84.72005287,3.599902566,19.68820806
2175,Put,150,59.06157893,0.782088956,5.3389816,66.70233573,3.139629453,87.42951799
2176,Put,110,61.36430496,0.422469151,3.0689098,6.366091427,3.609872741,48.00921404
2177,Call,90,57.26460713,1.587923437,3.6936564,39.13458899,2.164330023,1.299147596
2178,Call,150,50.20264434,1.523252642,4.744276,46.47688901,3.213693837,0.171360728
2179,Put,100,112.6420032,0.312962707,4.7818872,11.39004909,3.797075199,1.91129054
2180,Call,140,134.9527878,1.800485438,3.5533765,51.16776063,2.997835886,26.46971662
2181,Call,100,105.8041676,1.763261316,4.9554636,5.566011683,2.570503365,12.66976837
2182,Put,130,104.9425008,1.594277745,2.4118855,92.62425917,3.249187456,47.75342366
2183,Put,130,89.97780057,1.057510815,5.9117527,10.18812096,2.018625917,37.74077298
2184,Put,60,64.51614044,0.284635545,3.2038434,98.94843093,2.140554123,5.606653938
2185,Call,70,123.2510762,0.403927122,5.0767695,65.37026137,2.790853988,52.8317187
2186,Put,140,75.7561855,1.840944822,5.6959765,67.4637485,2.142801213,62.30696295
2187,Call,120,116.2040574,0.585157805,2.7836902,72.35912362,2.15614288,15.01999077
2188,Call,70,94.33962273,0.708644997,3.1630749,92.23608437,2.457037368,29.24508185
2189,Call,120,110.2157964,1.06215953,2.0435335,39.81993691,2.524809287,11.20444486
2190,Put,140,65.41984771,0.919084981,4.0718254,60.96964385,3.369413975,72.59988284
2191,Put,130,60.25055208,0.77981892,2.7123303,88.50377962,3.875611813,70.86837566
2192,Call,130,139.7783576,1.375970142,4.4924179,25.60415807,1.013674121,16.12262131
2193,Call,100,89.98951535,0.439562751,4.1962239,89.67244491,0.770557567,3.352931006
2194,Put,110,108.9013881,1.064483171,4.9556929,85.29083792,1.4093236,17.04137475
2195,Put,150,119.8610977,0.338457442,3.5485278,29.22761491,3.726960843,32.45582959
2196,Put,140,78.79558422,1.748704492,2.0866864,17.36183296,3.68450116,60.31976081
2197,Call,80,149.8678786,1.402656061,3.6744292,2.292276684,2.378932633,66.3650833
2198,Call,90,144.622241,1.821376211,5.9221407,41.45541709,3.885675425,55.64815087
2199,Put,70,130.1746914,0.409011318,5.9732788,80.78446587,0.406953696,0.0000723
2200,Put,150,147.326624,0.731771174,3.6127544,94.73568106,0.52854974,13.87511951
2201,Put,100,122.9578579,1.207171595,3.7597456,40.98142133,1.215351711,3.607321704
2202,Call,50,143.6061595,1.222074054,3.6372393,46.87830027,2.165095247,89.59577356
2203,Put,100,52.39744941,0.429243977,4.2419682,98.34271896,1.067108206,46.81532832
2204,Put,140,65.99861954,0.964532253,3.1271845,42.86568265,2.488514865,72.15147647
2205,Put,150,91.27045479,1.565210935,4.7486309,63.61519806,0.948575565,56.33489194
2206,Call,60,119.2002041,1.061233199,4.5066376,8.70151801,2.245893142,56.43669977
2207,Put,90,60.5875324,1.513335471,4.6840529,30.43689159,0.464662498,27.43316466
2208,Call,60,84.80709058,1.310760751,4.445572,46.68832792,2.605749814,27.03222523
2209,Call,70,141.9776466,0.391273989,3.9947774,53.58574947,3.086775939,70.9531506
2210,Put,100,121.0992937,0.741494028,3.3730266,99.63179732,1.696077042,12.01205287
2211,Call,120,132.0342753,0.354033557,5.3060574,3.262328765,0.501702529,11.86382787
2212,Call,50,59.14627797,1.997348654,2.2381201,46.87782772,3.540496368,18.63078791
2213,Call,150,52.14613838,0.917876669,2.8087853,64.11683981,1.056491849,0.001761815
2214,Put,70,81.75909733,1.156117953,4.182251,40.15264139,3.750537117,8.637875998
2215,Call,130,91.85882688,1.835975035,4.5802478,44.39823026,1.036640945,3.016495927
2216,Call,60,57.14570778,1.424980001,3.29094,51.75295928,0.416399225,2.818716933
2217,Put,110,119.7353718,0.840203992,4.1528673,0.561584741,3.449510561,3.759113237
2218,Call,120,60.46206657,1.129672211,5.1007601,70.78774088,3.49558348,3.457346818
2219,Put,90,146.5461248,0.690120634,2.4043476,33.9698797,3.500341112,0.860526172
2220,Put,150,67.60700955,1.841502315,5.2610593,93.56586023,2.371067933,80.02064677
2221,Put,90,94.89607751,1.165756832,5.9633415,76.84347291,3.118283095,20.67983395
2222,Put,150,54.93673059,1.954629163,3.4179942,45.57083965,2.257870606,89.23845272
2223,Call,100,65.02396715,1.706210783,4.5749553,58.69209482,2.533980026,6.646292795
2224,Put,50,118.2719382,1.242393619,5.0134364,55.77542062,3.530316061,0.852932064
2225,Put,80,58.99385971,1.060169829,2.9993811,60.74855694,3.802666351,27.0990269
2226,Call,100,122.0364211,0.806864975,2.9123678,88.44569606,2.36449475,32.6950315
2227,Put,50,53.44495144,0.915753213,3.0613391,87.69066043,2.728005685,9.250057584
2228,Call,90,124.5435789,0.28630522,2.8463595,54.69234965,3.461991794,35.42101165
2229,Put,140,83.11547349,1.562251464,5.137953,67.25670193,1.38541023,55.66514035
2230,Call,100,50.62334489,0.326748211,2.5703491,89.68404272,3.611430551,0.299644074
2231,Put,100,55.28609662,0.971106609,3.483482,40.68356709,2.477060826,43.52347551
2232,Put,130,65.59925639,1.878824969,2.9033203,88.60534091,2.305411104,65.90081386
2233,Put,130,83.04490042,0.319920178,5.2854947,71.28478343,3.691243373,48.01598517
2234,Call,90,65.38870125,1.835016054,4.3874097,57.67195327,1.127211576,2.471874695
2235,Put,110,114.9483167,1.894656516,4.3916649,28.33305193,3.555642515,16.03041593
2236,Put,130,114.8342502,1.430491104,4.7551773,92.16162196,1.37123297,30.49791538
2237,Call,80,132.9369214,1.477920734,5.2150471,65.11475166,2.980451818,55.80250442
2238,Put,90,148.102453,0.968242843,3.7048854,93.18800826,3.403625159,10.04444337
2239,Put,130,76.37009092,0.620304798,5.7294023,20.84581525,0.285642169,51.75738672
2240,Call,110,71.81112438,1.699101108,5.2045153,24.23513856,3.469170543,2.056685013
2241,Call,70,106.7276631,1.899948039,4.0460361,43.55308726,0.885843811,35.22470967
2242,Put,130,68.06830668,0.267473671,4.3455036,13.92501382,3.136096533,61.21602382
2243,Call,140,92.58049602,1.188018384,4.2339597,3.266892618,3.817240967,0.605627618
2244,Put,90,111.1461303,1.766486763,3.5614239,16.64767769,3.288978891,5.606898849
2245,Call,130,56.74698775,1.921823443,2.7076113,74.78927055,2.781916972,2.992967311
2246,Put,100,58.45329343,1.052947808,4.6353443,37.30131922,2.011739343,39.97805305
2247,Call,100,117.54699,1.818942319,5.5975762,33.29500422,2.321235764,23.83531807
2248,Call,60,134.8698533,1.559555882,5.5191772,17.67238164,0.644716812,68.69501706
2249,Call,60,76.06200032,1.287223035,2.7838121,56.75541336,3.323368481,24.08063635
2250,Put,130,50.14347328,0.575255428,4.5467679,83.89428041,3.415470039,78.42623211
2251,Put,90,101.3858031,1.322390121,3.0090476,28.34488573,1.539182402,5.690961452
2252,Put,80,116.6346402,0.962787904,5.8640907,73.41307185,0.985525669,1.630173584
2253,Put,120,89.80370559,0.967139988,3.852097,76.07319535,2.942690754,40.99782287
2254,Put,100,94.81215906,1.332771022,3.3758281,3.241839574,3.812768542,11.64591532
2255,Put,130,117.352967,1.690322945,3.4512141,57.97292973,2.628767477,33.07190102
2256,Call,90,85.90819051,0.409274107,5.4152233,77.00834202,3.73432792,11.60836278
2257,Call,80,124.9093261,0.657462783,4.3934133,16.47317028,1.510980922,43.63738593
2258,Call,90,108.5297879,0.388081667,2.5793951,49.64311794,3.407810253,21.89023702
2259,Call,50,129.6487649,0.749472723,5.9175431,1.230630979,0.422538597,76.19350008
2260,Put,90,113.4256453,1.355392874,2.2832761,98.94968267,0.34339744,2.562540957
2261,Put,100,80.64040099,0.984883011,5.5190939,45.58452362,2.032733537,22.81079656
2262,Put,140,65.86669071,0.537019285,3.2566189,28.83273701,0.823549637,72.84808739
2263,Call,120,123.6041531,1.60324412,3.2490747,80.69635106,1.839856214,29.8838332
2264,Put,60,59.73937936,1.978486947,2.8619859,75.26578582,2.484573348,15.79345369
2265,Call,70,138.7511119,1.637634469,5.4170153,93.8980691,1.032116989,64.04514278
2266,Put,100,50.08193204,1.116429973,4.7967985,50.21194432,1.08826091,47.393529
2267,Put,50,50.18689712,0.535178434,5.3604072,19.08378784,3.714595314,3.990322614
2268,Call,50,143.3370044,1.386907972,4.4645335,98.97699576,3.973046365,92.23760888
2269,Call,60,57.27607353,0.944920412,3.0971195,30.0906759,0.556295277,1.795565442
2270,Call,90,76.58373875,0.393221817,3.368822,29.1777166,1.903597999,0.942001956
2271,Call,140,148.3554264,1.41138263,3.7794734,39.11858337,2.023925798,22.79149429
2272,Call,50,55.57319418,1.691137269,3.2691116,33.66932197,2.679587874,10.61754975
2273,Call,80,102.5697823,1.118296853,5.989224,62.9952343,2.825789481,28.67060859
2274,Put,120,67.45772827,0.434132832,3.0474425,30.1311326,2.335858696,51.8555254
2275,Put,110,108.6014091,1.764173615,2.3542673,76.81026795,1.082392135,18.6642304
2276,Put,50,141.7909918,1.381069537,4.2365471,32.05641272,3.513504612,0.084718632
2277,Put,80,101.774714,0.46555572,2.5167538,90.49170999,1.474874756,2.904622146
2278,Call,120,85.31056079,1.037706506,3.8581664,82.26180044,3.422233919,9.942629042
2279,Put,150,67.10942148,0.25064733,2.3884117,18.42465753,2.653472229,82.39583725
2280,Call,110,77.00459268,1.517995936,3.247638,18.57621208,3.530993628,2.668462544
